index_op;trans_date_trans_time;merchant;category;amt;city;state;latitude;longitude;city_pop;job;dob;trans_num;merch_lat;merch_long;is_fraud
1144;2019-01-04T19:34:14.000;Nitzsche, Kessler and Wol;shopping_pos;127.12;Dumont;CO;397.532;-1.056.356;565;Mental health nurse;1978-08-27T00:00:00.000;c4b4127c15823d13bbfd356c6452b1a1;4.071.191;-10.560.663;0
1145;2019-01-04T19:35:19.000;Champlin and Sons;home;132.62;Albuquerque;NM;350.561;-1.065.506;641349;Charity officer;1967-01-24T00:00:00.000;6efd82d1ff2e6e9164a58b00bee09b59;35.137.178;-107.289.698;0
1146;2019-01-04T19:35:24.000;Treutel-King;travel;2.28;Laguna Hills;CA;33.615;-1.177.114;45303;Sales executive;1969-12-22T00:00:00.000;85b08edf5cb132a99539740e7b180d21;33.868.964;-117.398.804;0
1147;2019-01-04T19:40:58.000;Boehm, Predovic and Reinge;misc_pos;3.84;Espanola;NM;359.866;-1.060.654;18408;Historic buildings inspector/conservation officer;1972-07-18T00:00:00.000;827073c91ceba7f59704c61e74a7a7a1;35.243.657;-105.556.113;0
1148;2019-01-04T19:45:48.000;Kling, Howe and Schneide;home;40.75;Crownpoint;NM;357.206;-1.080.271;5662;IT consultant;1989-04-08T00:00:00.000;7f04cee57936b8a238bd1f9ece1fe639;36.147.485;-107.310.974;0
1149;2019-01-04T19:53:35.000;Kozey-Boehm;shopping_net;7.7;Newhall;CA;343.795;-118.523;34882;Health physicist;1971-04-25T00:00:00.000;21e990607a285968110f4b7bc3cc53e9;33.382.175;-117.875.074;0
1150;2019-01-04T19:55:53.000;Gleason and Sons;kids_pets;29.66;Rock Springs;WY;41.606;-109.23;27971;Music therapist;1984-08-01T00:00:00.000;d551fbf00162d4aa1dfcf83db6b61979;40.721.514;-110.048.806;0
1151;2019-01-04T19:56:20.000;Kulas Group;health_fitness;78.55;Fort Washakie;WY;430.048;-1.088.964;1645;Freight forwarder;1976-02-26T00:00:00.000;d4afec7303c8d622105d69f0e49fb653;42.028.666;-108.043.555;0
1152;2019-01-04T20:00:35.000;Weber, Thiel and Hammes;kids_pets;160.64;Cardwell;MO;360.434;-902.907;1120;Television floor manager;1957-04-17T00:00:00.000;65627fa8b584787779c17ed8c2005fe6;35.637.219;-8.948.172;0
1153;2019-01-04T20:04:30.000;Boyer PLC;shopping_net;2.45;Manville;WY;42.73;-1.047.024;241;Educational psychologist;1980-12-16T00:00:00.000;69fad55b2f97948f2a7912bb201cb41d;43.189.008;-103.817.516;0
1154;2019-01-04T20:07:22.000;Barton LLC;kids_pets;93.21;Ballwin;MO;38.577;-905.255;92608;Engineer, communications;2001-07-26T00:00:00.000;d556e5113665cb4e6aa86111d828a36e;37.582.973;-91.142.185;0
1155;2019-01-04T20:11:15.000;O'Reilly, Mohr and Purdy;home;65.06;Smith River;CA;419.404;-1.241.587;1930;Web designer;1983-06-13T00:00:00.000;6839e2e8abbe1464e12b84da2463da4d;42.779.353;-123.655.909;0
1156;2019-01-04T20:14:35.000;Champlin and Sons;home;15.3;Burbank;WA;461.966;-1.189.017;3684;Musician;1981-11-29T00:00:00.000;6d7faaf6a0c749fe104804bb52fc89b1;46.561.352;-119.752.076;0
1157;2019-01-04T20:18:25.000;Lynch Lt;shopping_pos;6.74;Rocky Mount;MO;382.911;-927.059;1847;Tax inspector;1988-10-26T00:00:00.000;562e9fd3e7a77ca325e4f4e49388466b;37.684.026;-93.099.472;0
1158;2019-01-04T20:23:14.000;Weimann-Lockman;kids_pets;44.46;Matthews;MO;367.154;-896.287;1019;Aeronautical engineer;1979-01-26T00:00:00.000;dc889e26d12ee508455742db919fde8f;37.101.146;-89.015.733;0
1159;2019-01-04T20:31:42.000;Eichmann, Hayes and Treutel;travel;28.87;Unionville;MO;404.815;-929.951;3805;Investment banker, corporate;1950-09-15T00:00:00.000;f507d661e8adefbca1928cadccdbd3f4;3.971.404;-93.975.043;0
1160;2019-01-04T20:31:58.000;Conroy-Em;food_dining;4.32;Red River;NM;366.659;-1.054.694;606;Surveyor, land/geomatics;1988-09-06T00:00:00.000;8137f547c209486214a1ce07640f627e;36.225.254;-104.904.342;0
1161;2019-01-04T20:34:06.000;Schoen, Nienow and Bauch;personal_care;83.23;San Diego;CA;330.067;-117.069;1241364;Chartered public finance accountant;1959-08-05T00:00:00.000;81be7e1bbb69d849013e645cc27b196d;32.216.446;-116.703.726;0
1162;2019-01-04T20:39:47.000;Bahringer, Bergnaum and Quitzon;home;3.95;Blairstown;MO;385.319;-939.221;467;Agricultural consultant;1950-05-27T00:00:00.000;e211c09d21982469f76222a8b2cd229d;39.265.036;-94.730.032;0
1163;2019-01-04T20:50:41.000;Reichert, Shanahan and Hayes;shopping_net;5.71;Redford;MO;373.272;-910.243;241;Investment analyst;1974-10-27T00:00:00.000;253d8d460f20110a11969c5cd59163b8;37.265.532;-91.111.257;0
1164;2019-01-04T21:14:44.000;O'Keefe-Wisoky;food_dining;93.89;Napa;CA;384.549;-1.222.564;94014;Airline pilot;1985-08-21T00:00:00.000;6dce85ba6cb8dd3b4c8f8fbb89cef7e9;38.781.012;-121.895.802;0
1165;2019-01-04T21:16:58.000;Champlin-Caspe;home;3.11;June Lake;CA;377.773;-1.190.825;633;Health service manager;1927-09-09T00:00:00.000;d0affbb738f26f27259e79516a94e9ef;3.841.156;-118.269.987;0
1166;2019-01-04T21:17:22.000;Monahan-Mo;personal_care;26.74;Fort Washakie;WY;430.048;-1.088.964;1645;Information systems manager;1986-02-17T00:00:00.000;6dbbe7c58049b9b5cf6c0a29793468b0;43.598.123;-108.977.767;0
1167;2019-01-04T21:19:20.000;Cartwright PLC;kids_pets;48.75;Holstein;NE;404.542;-986.538;331;Telecommunications researcher;1950-08-19T00:00:00.000;1008ea61ab3386641aab71d564dfca81;40.353.942;-99.309.109;0
1168;2019-01-04T21:24:49.000;McDermott, Osinski and Mo;home;85.4;Dumont;CO;397.532;-1.056.356;565;Mental health nurse;1978-08-27T00:00:00.000;dfa0db0fa68ec5e66da590c91c6ea824;40.300.169;-105.746.434;0
1169;2019-01-04T21:27:21.000;Ziemann-Waters;health_fitness;56.96;Lowell;OR;43.921;-1.227.806;1420;Systems analyst;1965-11-11T00:00:00.000;81e2621fc13f83afb2398a4762de346e;4.382.337;-122.430.097;0
1170;2019-01-04T21:43:56.000;Turner, Ziemann and Lehne;food_dining;39;Newhall;CA;343.795;-118.523;34882;Health physicist;1971-04-25T00:00:00.000;5edf47d79d62b9bd25c1db6b3eea95f5;33.523.544;-11.927.055;0
1171;2019-01-04T21:44:38.000;Padberg-Saue;home;144.94;Arnold;MO;384.305;-90.387;35439;Land/geomatics surveyor;1985-03-31T00:00:00.000;9818ea2198b5e5374f33db297ab38371;3.904.423;-89.498.053;0
1172;2019-01-04T21:46:16.000;Erdman-Schaden;personal_care;86.09;Phoenix;AZ;335.623;-1.120.559;1312922;Contractor;1981-10-24T00:00:00.000;72227710ca3dd2a05ca4d8ffa87c32ee;33.954.712;-111.883.967;0
1173;2019-01-04T21:49:09.000;Mayert Group;shopping_pos;187.37;Tekoa;WA;472.271;-1.170.819;895;Clothing/textile technologist;1999-05-31T00:00:00.000;6dc1a9d6166830f248c9fae6459d9e13;47.324.704;-1.175.106;0
1174;2019-01-04T21:51:16.000;Bechtelar-Rippin;food_dining;77.6;Rocky Mount;MO;382.911;-927.059;1847;Tax inspector;1988-10-26T00:00:00.000;aff8e30671b29ca2b7280986babea70e;37.673.936;-92.438.673;0
1175;2019-01-04T21:54:07.000;Kub PLC;personal_care;27.04;Red River;NM;366.659;-1.054.694;606;Surveyor, land/geomatics;1988-09-06T00:00:00.000;91579c2bf5e44fe1eabec52ee104332b;37.481.903;-105.621.449;0
1176;2019-01-04T21:55:19.000;Waelchi Inc;kids_pets;6.12;Newberg;OR;453.099;-1.229.685;28278;Research scientist (physical sciences);1977-07-17T00:00:00.000;f244fed102dd5a7fabca0c9d017a29b6;46.248.458;-122.690.474;0
1177;2019-01-04T21:58:20.000;Ruecker, Beer and Collie;shopping_net;112.55;Lake Oswego;OR;454.093;-1.226.847;42817;Planning and development surveyor;1982-05-28T00:00:00.000;587513b33fe73f245b589c9e446c3060;45.115.532;-123.137.364;0
1178;2019-01-04T22:02:43.000;Okuneva, Schneider and R;shopping_pos;9.79;Moriarty;NM;349.889;-1.060.609;7268;Therapist, art;1988-08-04T00:00:00.000;3b0765373ed2092172e8fade40410445;35.420.413;-105.719.273;0
1179;2019-01-04T22:09:13.000;Kuphal-Toy;food_dining;17.39;Humboldt;AZ;345.189;-1.122.523;1179;Civil engineer, contracting;1955-01-20T00:00:00.000;05b9f9985c7a3f66063bc967ec98c671;35.038.499;-111.291.312;0
1180;2019-01-04T22:10:34.000;Monahan-Mo;personal_care;30.75;Norwalk;CA;339.056;-1.180.818;105549;Firefighter;1973-09-22T00:00:00.000;0bf048dbada37093a1675fae9178c89b;32.918.251;-118.187.245;0
1181;2019-01-04T22:29:33.000;Prosacco, Kreiger and Kovacek;home;19.69;Ballwin;MO;38.577;-905.255;92608;Engineer, communications;2001-07-26T00:00:00.000;259df9811e2ec507433d56c1cf4fdb61;3.809.598;-90.098.192;0
1182;2019-01-04T22:31:26.000;Gerhold LLC;home;19.03;June Lake;CA;377.773;-1.190.825;633;Health service manager;1927-09-09T00:00:00.000;2f93beecf21d9c55cf6e4103c577905f;3.839.875;-118.660.037;0
1183;2019-01-04T22:34:29.000;Denesik and Sons;shopping_pos;512.29;American Fork;UT;403.928;-1.117.941;42384;Futures trader;1992-12-29T00:00:00.000;03e6e8eb4b08ea15ce33dad0d98c1e00;40.453.564;-111.665.277;0
1184;2019-01-04T22:37:04.000;Wisozk and Sons;misc_pos;49.61;Wales;AK;647.556;-1.656.723;145;Administrator, education;1939-11-09T00:00:00.000;86ba3a888b42cd3925881fa34177b4e0;65.347.667;-165.914.542;1
1185;2019-01-04T22:49:30.000;Parker-Kunde;personal_care;45.98;Daly City;CA;376.787;-122.478;107941;Buyer, industrial;1991-10-04T00:00:00.000;a006f209e817305664ef059e3863b77c;37.507.889;-123.325.095;0
1186;2019-01-04T22:51:11.000;Schneider, Hayes and Nikolaus;food_dining;57.62;Fort Washakie;WY;430.048;-1.088.964;1645;Freight forwarder;1976-02-26T00:00:00.000;01109d8f7ead659f9d11b3860722a91f;43.259.457;-109.896.251;0
1187;2019-01-04T22:52:11.000;Daugherty LLC;kids_pets;151.5;Meridian;ID;436.498;-1.164.306;84106;Intelligence analyst;1971-02-11T00:00:00.000;ad381af939d26aa4f4a099533fa650fb;43.451.701;-116.680.404;0
1188;2019-01-04T22:56:48.000;Waelchi Inc;kids_pets;12.06;Kansas City;MO;389.621;-945.959;545147;Counsellor;1987-11-18T00:00:00.000;9ae104031b759ee4adcb1e423a81df91;38.081.427;-94.748.753;0
1189;2019-01-04T22:57:23.000;Rau-Robel;kids_pets;3.1;Independence;MO;391.412;-943.515;123373;Engineer, production;1992-11-27T00:00:00.000;c41c27844a402379cde4a415f2d821da;39.488.613;-94.936.008;0
1190;2019-01-04T23:00:41.000;Stoltenberg-Beatty;shopping_pos;9.86;Centerview;MO;387.897;-938.702;2368;Electronics engineer;1989-07-17T00:00:00.000;98642b9264d54e4465acc79c7c2f87de;38.879.818;-92.991.455;0
1191;2019-01-04T23:02:48.000;Fritsch LLC;travel;1.52;Mesa;ID;446.255;-1.164.493;129;Cartographer;1965-12-15T00:00:00.000;caaa5679b70f344c4b239063ddd0be6e;43.790.854;-116.570.514;0
1192;2019-01-04T23:06:28.000;Murray-Smitham;grocery_pos;295.26;Wales;AK;647.556;-1.656.723;145;Administrator, education;1939-11-09T00:00:00.000;3a068fe1d856f0ecedbed33e4b5f4496;64.445.035;-166.080.207;1
1193;2019-01-04T23:13:03.000;Abbott-Steube;personal_care;100.33;Carlotta;CA;40.507;-1.239.743;1139;Therapist, occupational;1951-01-15T00:00:00.000;893f67f08b5a3be5230331996af32031;39.578.954;-124.964.071;0
1194;2019-01-04T23:18:06.000;Ernser-Lynch;food_dining;153.69;Crownpoint;NM;357.206;-1.080.271;5662;IT consultant;1989-04-08T00:00:00.000;0291ee3d00c9b1a4f89793d192882209;36.059.099;-108.191.705;0
1195;2019-01-04T23:18:30.000;Terry, Johns and Bins;misc_pos;6.93;Thompson;UT;389.999;-109.615;46;Surveyor, minerals;1987-04-23T00:00:00.000;ab65fc7440a71fc41b56be23590adc69;39.816.318;-10.890.975;0
1196;2019-01-04T23:22:15.000;Bahringer, Bergnaum and Quitzon;home;100.24;Hatch;UT;377.175;-1.124.777;258;Geoscientist;1961-11-24T00:00:00.000;ba180fec734c0f01c7c284fb7eb5f8d3;37.178.363;-112.077.684;0
1197;2019-01-04T23:27:21.000;Turner and Sons;shopping_pos;1.11;Daly City;CA;376.787;-122.478;107941;Buyer, industrial;1991-10-04T00:00:00.000;1cc4ad4cd47ea9b19362e81574e3db2b;38.643.905;-121.892.516;0
1198;2019-01-04T23:28:44.000;Fisher-Schowalte;shopping_net;3.15;Orient;WA;488.878;-1.182.105;149;Special educational needs teacher;1978-06-21T00:00:00.000;b1d76923d213df0ccc1a4bc81957a4b9;48.078.338;-119.143.344;0
1199;2019-01-04T23:36:07.000;Jakubowski Inc;home;106.55;Kansas City;MO;389.621;-945.959;545147;Counsellor;1987-11-18T00:00:00.000;aa6669d448acdd90b62d830b1e0aa6ac;39.367.249;-9.555.134;0
1200;2019-01-04T23:38:33.000;Larson, Quitzon and Spence;travel;2.24;Thompson;UT;389.999;-109.615;46;Surveyor, minerals;1987-04-23T00:00:00.000;68a7b734a27ea6aefadb3805d7dcc072;39.197.854;-108.646.062;0
1201;2019-01-04T23:58:34.000;Dickinson Lt;personal_care;16.14;Phoenix;AZ;335.623;-1.120.559;1312922;Contractor;1981-10-24T00:00:00.000;242be021473092f807ac22bd0104ee84;33.351.328;-112.406.605;0
1202;2019-01-04T23:59:09.000;Friesen Lt;health_fitness;18.17;Wales;AK;647.556;-1.656.723;145;Administrator, education;1939-11-09T00:00:00.000;891cdd1191028759dc20dc224347a0ff;65.447.094;-165.446.843;1
1203;2019-01-05T00:02:30.000;Schamberger-O'Keefe;grocery_pos;77.49;Conway;WA;48.34;-1.223.456;85;Research officer, political party;1984-09-01T00:00:00.000;fdca46fd649315cb61b40d5e0245fff4;48.646.398;-121.617.024;0
1204;2019-01-05T00:09:55.000;Sawayn PLC;shopping_pos;153.59;Dumont;CO;397.532;-1.056.356;565;Mental health nurse;1978-08-27T00:00:00.000;057cb08a7d98760186c538bb6ba679a3;40.240.834;-105.896.159;0
1205;2019-01-05T00:12:42.000;Bruen-Yost;misc_pos;30.76;Fields Landing;CA;407.268;-1.242.174;276;Scientist, audiological;1929-05-06T00:00:00.000;73133becdc9961eec7cb747f352a5b30;41.410.551;-123.920.402;0
1206;2019-01-05T00:34:31.000;Rutherford-Mertz;grocery_pos;83.83;Oakland;CA;377.878;-1.221.884;381459;Barista;1974-01-03T00:00:00.000;ad10140e4bf3ce23a790f83dc018e679;36.898.347;-122.060.933;0
1207;2019-01-05T00:35:24.000;Jones, Sawayn and Romague;misc_net;20.02;Unionville;MO;404.815;-929.951;3805;Investment banker, corporate;1950-09-15T00:00:00.000;a3eb91d3b689b5b0c4759e0f653b0ed8;40.761.089;-92.040.368;0
1208;2019-01-05T00:36:45.000;Dooley-Thompson;misc_net;6.89;Hatch;UT;377.175;-1.124.777;258;Geoscientist;1961-11-24T00:00:00.000;7d8edc55ccc9b33f46e9bed593096092;37.427.522;-111.738.575;0
1209;2019-01-05T00:38:27.000;Ruecker Group;misc_net;86.26;Carroll;NE;42.277;-971.926;566;Metallurgist;1975-01-26T00:00:00.000;19fe10c7ee53da181c46478c768dde7f;42.299.142;-9.642.205;0
1210;2019-01-05T00:42:24.000;Vandervort-Funk;grocery_pos;105.2;Fort Washakie;WY;430.048;-1.088.964;1645;Information systems manager;1986-02-17T00:00:00.000;38dcb937f9e60e26fca7e7f3b3437e07;42.314.401;-10.855.452;0
1211;2019-01-05T00:44:32.000;Koss and Sons;gas_transport;84.22;Paradise Valley;AZ;335.494;-1.119.565;17047;Building surveyor;1935-01-29T00:00:00.000;2158f32f52179ba4e17aca1eec4b4a3a;34.372.719;-111.106.025;0
1212;2019-01-05T00:48:54.000;Kuvalis Lt;gas_transport;48.97;Orient;WA;488.878;-1.182.105;149;Special educational needs teacher;1978-06-21T00:00:00.000;6f572695595acaf151abacf2b7ce86c2;49.440.285;-118.473.406;0
1213;2019-01-05T00:54:38.000;Tillman, Dickinson and Labadie;gas_transport;58.56;Red River;NM;366.659;-1.054.694;606;Surveyor, land/geomatics;1988-09-06T00:00:00.000;d7660fa2cf2270d31cddba6dc3b0087a;36.262.052;-105.189.371;0
1214;2019-01-05T00:54:56.000;Cremin, Hamill and Reichel;misc_pos;7.06;Sun City;CA;337.467;-1.171.721;54287;Designer, exhibition/display;1972-09-22T00:00:00.000;d11a5ef6f2e746b65ebced0f490c2490;34.613.674;-11.769.905;0
1215;2019-01-05T01:09:15.000;Jenkins, Hauck and Friesen;gas_transport;35.8;Utica;MO;397.417;-936.289;271;Land/geomatics surveyor;1972-04-18T00:00:00.000;b3ef401dc83f0429fca3dc4c81cfaf79;38.836.352;-92.724.976;0
1216;2019-01-05T01:15:08.000;Robel, Cummerata and Prosacco;gas_transport;78.98;Sutherland;NE;411.558;-101.136;1789;Insurance broker;1982-02-11T00:00:00.000;dd10ac28712ad443857e752fd115790a;41.079.094;-10.031.824;0
1217;2019-01-05T01:25:19.000;Rau and Sons;grocery_pos;49.45;Norwalk;CA;339.056;-1.180.818;105549;Firefighter;1973-09-22T00:00:00.000;7353a9f966d8e08cddd11645dccf2f38;33.131.848;-117.466.428;0
1218;2019-01-05T01:27:11.000;Cole PLC;grocery_pos;92.93;Paauilo;HI;200.271;-1.553.697;1490;Scientist, research (maths);1991-04-13T00:00:00.000;fc2ef1df9cb1daa4bcd5713f628f4a19;19.906.151;-156.240.764;0
1219;2019-01-05T01:34:35.000;Mraz-Herzog;gas_transport;63.68;Mountain Center;CA;336.401;-1.165.567;1661;Therapist, music;1988-09-19T00:00:00.000;c8a1f39f0f7c9426f8e7697775d4fe67;32.762.112;-116.865.307;0
1220;2019-01-05T01:39:11.000;Padberg-Welch;grocery_pos;183.28;Newhall;CA;343.795;-118.523;34882;Health physicist;1971-04-25T00:00:00.000;7c9ce8ec7ccdd232772ec2b79f3a00f3;3.509.606;-118.844.818;0
1221;2019-01-05T01:43:33.000;Jones, Sawayn and Romague;misc_net;3.7;Meredith;CO;393.199;-1.066.596;61;Public relations account executive;1939-11-04T00:00:00.000;23befe11b33c0af39d4eed7c359b3b46;39.043.377;-107.033.106;0
1222;2019-01-05T01:45:49.000;McDermott-Weimann;grocery_pos;243.09;Sun City;CA;337.467;-1.171.721;54287;Designer, exhibition/display;1972-09-22T00:00:00.000;18ed747c9d410ff860fe40cc83e2c972;34.520.822;-117.624.286;0
1223;2019-01-05T01:55:34.000;Schultz, Simonis and Little;grocery_pos;84.16;Thompson;UT;389.999;-109.615;46;Surveyor, minerals;1987-04-23T00:00:00.000;351d4c405dfcb8c395178b44f46d2e6a;38.571.171;-108.899.249;0
1224;2019-01-05T01:59:45.000;Murray-Smitham;grocery_pos;100;Santa Monica;CA;340.287;-1.184.924;92043;Civil engineer, contracting;1961-04-25T00:00:00.000;060154f0c1e090d4d7e45a6855bc3759;34.533.162;-117.835.876;0
1225;2019-01-05T02:00:47.000;Greenholt, Jacobi and Gleason;gas_transport;55.65;Camden;MO;392.048;-940.259;464;Colour technologist;1959-05-28T00:00:00.000;3a796a4be9dc289ac500085e0e48e0ea;38.250.102;-93.642.515;0
1226;2019-01-05T02:15:59.000;Heller-Langosh;gas_transport;61.19;North Loup;NE;414.972;-987.858;509;Nurse, children's;1980-09-15T00:00:00.000;b0aad87cb0d11ab0498cbb09514ae5de;42.162.679;-98.936.089;0
1227;2019-01-05T02:26:45.000;Jast-McDermott;shopping_pos;144.79;Athena;OR;458.289;-1.184.971;1302;Dealer;1976-10-18T00:00:00.000;2226d6f2e98e4c59ca8214070209db2d;45.704.767;-118.734.838;0
1228;2019-01-05T02:28:59.000;Heidenreich PLC;grocery_pos;67.17;Conway;WA;48.34;-1.223.456;85;Research officer, political party;1984-09-01T00:00:00.000;8af68ad4d7d744c11965056f6015e8f6;48.865.398;-122.750.248;0
1229;2019-01-05T02:37:24.000;Strosin-Cruickshank;grocery_pos;81.82;Jelm;WY;410.539;-1.060.763;100;Public librarian;1974-04-16T00:00:00.000;52e13436c0129bb43c1fae0f0fcef37f;41.771.897;-106.388.392;0
1230;2019-01-05T02:41:13.000;Will Lt;food_dining;96.67;Eugene;OR;440.385;-1.230.614;191096;Scientist, physiological;1964-04-06T00:00:00.000;65f7b754d94808d378724edac181e2ae;43.400.398;-123.211.399;0
1231;2019-01-05T02:54:11.000;Dooley Inc;shopping_pos;9.5;Luray;MO;404.931;-918.912;519;Town planner;1966-02-13T00:00:00.000;58bdddab718f4f2f7a4cd13ecf89c12a;41.148.625;-91.368.943;0
1232;2019-01-05T02:55:10.000;Conroy Lt;shopping_pos;3.14;Louisiana;MO;394.336;-910.664;4593;Teacher, early years/pre;1940-11-11T00:00:00.000;d17032c9280aa539099ca285da35d481;40.421.402;-91.836.459;0
1233;2019-01-05T02:56:13.000;Bernhard, Grant and Langworth;shopping_pos;130.1;Ravenna;NE;410.233;-989.041;2202;Solicitor, Scotland;1974-06-21T00:00:00.000;25d809c1b59c7a4a7c43a22ae2dbb69c;40.501.922;-99.574.016;0
1234;2019-01-05T02:57:54.000;Corwin-Collins;gas_transport;44.6;Redford;MO;373.272;-910.243;241;Investment analyst;1974-10-27T00:00:00.000;c2f7f2138aec0589328489548fba8915;37.957.775;-90.955.066;0
1235;2019-01-05T03:06:15.000;Hills-Olson;grocery_net;70.22;Phoenix;AZ;335.623;-1.120.559;1312922;Contractor;1981-10-24T00:00:00.000;0d0816e5c7f830fe07c4345a121d0eb4;33.269.391;-111.182.477;0
1236;2019-01-05T03:15:35.000;Raynor, Reinger and Hagenes;gas_transport;20.45;Wales;AK;647.556;-1.656.723;145;Administrator, education;1939-11-09T00:00:00.000;ef010a5f4f570d306a050a368ee2729d;64.088.838;-165.104.078;1
1237;2019-01-05T03:17:12.000;Howe Lt;misc_pos;1.05;Santa Monica;CA;340.287;-1.184.924;92043;Civil engineer, contracting;1961-04-25T00:00:00.000;8b20742d5ccfc87cb0fa31ab03789545;34.480.851;-118.036.689;0
1238;2019-01-05T03:17:14.000;Ruecker, Beer and Collie;shopping_net;97.89;Athena;OR;458.289;-1.184.971;1302;Dealer;1976-10-18T00:00:00.000;fa5eba3efb212dc9089461dd5f343ec0;45.184.811;-118.753.388;0
1239;2019-01-05T03:21:29.000;Heller-Langosh;gas_transport;18.19;Wales;AK;647.556;-1.656.723;145;Administrator, education;1939-11-09T00:00:00.000;8e2d2fae5319d31c887dddbc70627ac4;63.917.785;-165.827.621;1
1240;2019-01-05T03:25:17.000;Harris Inc;gas_transport;81.85;Malad City;ID;421.808;-112.262;4154;Nature conservation officer;1962-01-19T00:00:00.000;cb14caf80ae07df31ae6b78cc78de938;43.129.486;-112.325.972;0
1241;2019-01-05T03:28:54.000;Rodriguez, Yost and Jenkins;misc_net;65.39;Newhall;CA;343.795;-118.523;34882;Health physicist;1971-04-25T00:00:00.000;73accd710cceb27bb2361f11c26da4ea;34.876.699;-119.019.083;0
1242;2019-01-05T03:36:00.000;Koepp-Parke;grocery_pos;93.33;Williamsburg;MO;388.874;-917.689;710;Glass blower/designer;1970-09-27T00:00:00.000;cf84ac175872d211e65933cde1c58133;39.078.215;-9.132.029;0
1243;2019-01-05T03:36:20.000;Buckridge PLC;misc_pos;73.8;Kansas City;MO;389.621;-945.959;545147;Counsellor;1987-11-18T00:00:00.000;7e344465e80bf715a1938f4322963c29;39.195.532;-93.851.466;0
1244;2019-01-05T03:38:34.000;Raynor, Feest and Mille;gas_transport;46.74;Loving;NM;32.274;-1.040.914;1925;Educational psychologist;1952-05-26T00:00:00.000;bf78466625dba2cc8b705e7e775b0738;31.902.277;-104.263.139;0
1245;2019-01-05T03:41:13.000;Barton Inc;grocery_pos;128.52;Blairsden-Graeagle;CA;398.127;-1.206.405;1725;Chartered legal executive (England and Wales);1967-05-27T00:00:00.000;8c8749756cb35aba21edbe46673fdd75;38.817.538;-119.767.559;0
1246;2019-01-05T03:44:28.000;Durgan-Aue;misc_net;1.89;Carlotta;CA;40.507;-1.239.743;1139;Therapist, occupational;1951-01-15T00:00:00.000;ac8de1fdf7bea80a0f66bd73916223de;40.670.793;-123.185.688;0
1247;2019-01-05T03:44:58.000;Streich, Dietrich and Barton;shopping_net;244.3;Monitor;WA;474.852;-1.204.158;584;Medical technical officer;1969-03-20T00:00:00.000;6fb2e31c14fece5e03e546674eca45d5;48.255.312;-120.599.255;0
1248;2019-01-05T03:49:59.000;Schoen, Kuphal and Nitzsche;grocery_pos;201.32;Phoenix;AZ;335.623;-1.120.559;1312922;Contractor;1981-10-24T00:00:00.000;a96c0ada846624b0fbbb083a48547e88;3.316.515;-113.010.805;0
